Año,idmunici,ccdd,ccpp,ccdi,Ubigeo,Departamento,Provincia,Distrito,Tipomuni,VFI,P04_1,P04_2,P04_3,P04_4,P04_5,P04_6,P05_CC,P05_1,P05_2,P05_3,P06_CC,P06,P07,P08,P09,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,VFI_P11A,P11A_1,P11A_1_1,P11A_1_2,P11A_2,P11A_2_1,P11A_2_2,P11A_3,P11A_3_1,P11A_3_2,P11A_4,P11A_4_1,P11A_4_2,P11A_5,P11A_5_1,P11A_5_2,P11A_6,P11A_6_1,P11A_6_2,P11A_7,P11A_7_1,P11A_7_2,P11A_8,P11A_8_1,P11A_8_2,P11A_9,P11A_9_1,P11A_9_2,P11A_10,P11A_10_1,P11A_10_2,P11A_10_O,VFI_P11B,P11B_11,P11B_11_1,P11B_11_2,P11B_12,P11B_12_1,P11B_12_2,P11B_13,P11B_13_1,P11B_13_2,P11B_14,P11B_14_1,P11B_14_2,P11B_15,P11B_15_1,P11B_15_2,P11B_16,P11B_16_1,P11B_16_2,P11B_17,P11B_17_1,P11B_17_2,P11B_18,P11B_18_1,P11B_18_2,P11B_18_O,VFI_P12,P12_1,P12A_1,P12_2,P12A_2,VFI_P13,P13_1,P13A_1,P13_2,P13A_2,P13_3,P13A_3,P13_4,P13A_4,P13_5,P13A_5,P13_6,P13A_6,P13_7,P13A_7,P13_10,P13A_10,P13_8,P13A_8,P13_9,P13A_9,P13A_9_O,P13A_T,VFI_P14,P14,P14A_1,P14A_2,VFI_P15,P15_1,P15A_1,P15_2,P15A_2,P15_3,P15A_3,P15_4,P15A_4,P15_5,P15A_5,P15_6,P15A_6,P15A_6_O,VFI_P16,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P16_9,P16_9_O,VFI_P17,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_9,P17_10,P17_11,P17_12,P17_13,P17_13_O,P17_14,VFI_P18,P18,P18_Portal
2025,10111,1,1,11,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,2,1,2,ALONSO DE ALVARADO,211, , , ,41, , , ,41,938152744, ,MUNIDISTRITALDELEVANTO@GMAIL.COM, ,ALBERTO,ZUTA,ALVARADO,2.0,938152744,ALBERTOZUTA@HOTMAIL.COM,1.0,2.0, , ,1.0,2,1,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,1.0,1,0,COMBI (HASTA 15 ASIENTOS),1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,2,1.0,2,1.0,2,2.0, ,2.0, ,2.0, , ,6.0,1.0,1.0,6,1,1.0,2.0, ,1.0,1,1.0,3,1.0,3,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,4.0, 
2025,10112,1,1,12,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,2,1,2,PORVENIR,311,38, , ,51, ,980746108, , , ,WWW.FACEBOOK.COM/SHARE/15QDNJ3MK7/,MUNICIPALIDADMAGDALENA2019@GMAIL.COM, ,SANDRO,AGUILAR,SOLSOL,2.0,980746108,SANDROAGUILAR116@GMAIL.COM,1.0,1.0,2,1,1.0,1,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,7,0,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,1.0,1,1.0,1.0,3,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, , ,3.0,1.0,1.0,3,1,1.0,2.0, ,2.0, ,2.0, ,1.0,2,2.0, ,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10113,1,1,13,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,2,1,2,LIMATAMBO,245, , , ,41, ,951919264,924199205,41,957232767,WWW.FACEBOOK.COM/SHARE/1FY6CYHXYF/,MUNI_MARISCALCASTILLA@HOTMAIL.COM, ,SEGUNDO IDELSO,BUSTAMANTE,LLAJA,2.0,951919264,MUNI_MARISCALCASTILLA@HOTMAIL.COM,1.0,1.0,0,1,1.0,0,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,0,1,MINIVAN Y/O MINIBUS (ENTRE 8 Y 11 ASIENTOS),1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,1.0,1,1.0,2.0, ,2.0, ,1.0,1,1.0,2,2.0, ,1.0,2,2.0, ,2.0, ,2.0, ,2.0, , ,5.0,1.0,1.0,3,4,1.0,2.0, ,2.0, ,1.0,1,1.0,1,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,9.0,10.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10114,1,1,14,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,2,1,2,05 DE FEBRERO,306, , , ,51, , , ,51,918046483, ,MDMOLINOPAMPA2023@GMAIL.COM, ,ELADIO,CRUZ,GONGORA,2.0,928311326,ELADIOCRUZGONGORA@GMAIL.COM,1.0,1.0,2,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,1,1,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,1,1.0,2,1.0,1,2.0, ,2.0, ,2.0, , ,4.0,1.0,1.0,4,1,1.0,2.0, ,2.0, ,2.0, ,1.0,1,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10115,1,1,15,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,2,1,2,TRANQUILIDAD,S/N, , , ,41, , , ,51,912689052,WWW.FACEBOOK.COM/MUNICIPALIDADDEMONTEVIDEO,MUNIMONTEVIDEO2326@GMAIL.COM, ,MILENY,TELLO,MIRANDA,1.0,964555987,MILENYTELLOMIRANDA@GMAIL.COM,1.0,1.0,0,1,1.0,0,2,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,3,2.0, ,2.0, ,2.0, ,2.0, , ,3.0,1.0,1.0,3,3,1.0,2.0, ,2.0, ,2.0, ,1.0,1,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0, ,1.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10116,1,1,16,10116,AMAZONAS,CHACHAPOYAS,OLLEROS,2,1,2,SAN MARTIN,S/N, , , ,1, , , ,1, ,WWW.FACEBOOK.COM/MDISTRITALDEOLLEROS,MDOLLEROS2023@GMAIL.COM, ,MILTON,MAGALLAN,MIXAN,2.0,958049332,MILMAMIX@HOTMAIL.COM,1.0,1.0,1,6,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,1.0,2,2.0, ,2.0, ,2.0, ,2.0, ,2.0, , ,2.0,1.0,1.0,2,5,1.0,2.0, ,2.0, ,2.0, ,1.0,1,2.0, ,2.0, , ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,4.0, 
2025,10117,1,1,17,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,2,1,2,TRIUNFO,S/N, , , ,41, , , ,41,965919187,WWW.FACEBOOK.COM/MUNIQUINJALCA,MUNIQUINJALCA.A@GMAIL.COM, ,WILMAN,MAS,CHASQUIBOL,2.0,965919187,WILMANMC85@GMAIL.COM,1.0,1.0,1,0,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,2,1.0,1,2.0, ,2.0, ,2.0, , ,3.0,1.0,1.0,3,4,1.0,2.0, ,2.0, ,2.0, ,1.0,1,2.0, ,2.0, , ,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,4.0, 
2025,10118,1,1,18,10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,2,1,1, PIPUS,716, , , ,51, , , ,51,941998632,WWW.FACEBOOK.COM/FRANCISCO.DAGUAS/,MUNISANFRANCISCODAGUAS2023@GMAIL.COM, ,OSCAR HERNAN,PINEDO,PORTOCARRERO,2.0,941993753,MUNISANFRANCISCODAGUAS2023@GMAIL.COM,1.0,1.0,1,1,1.0,1,1,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,3,INTEL ATOM,3.0,1.0,1.0,3,1,1.0,2.0, ,2.0, ,1.0,2,1.0,1,2.0, ,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,2.0,3.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0, ,0.0,1.0,3.0, 
2025,10119,1,1,19,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,2,1,2,AMAZONAS,374, , , ,1,572093,932572093,967038003, , , , , ,JHENRRY GERALD,SALON,MONTOYA,2.0,932572093,SALONMONTOYAJ@GMAIL.COM,1.0,1.0,2,2,1.0,2,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,1.0,0,1,2.0, , ,2.0, , ,1.0,0,1,MOTOFURGONETA Y/O MOTOCARGA,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,1.0,1,1.0,1,1.0,1.0,3,2.0, ,2.0, ,2.0, ,2.0, ,2.0, ,1.0,1,2.0, ,2.0, ,2.0, , ,4.0,1.0,1.0,3,5,1.0,2.0, ,2.0, ,2.0, ,1.0,3,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,3.0, 
2025,10120,1,1,20,10120,AMAZONAS,CHACHAPOYAS,SOLOCO,2,1,2,FRANCISCO PIZARRO,S/N, , , ,51, , , ,51,962612021,WWW.FACEBOOK.COM/MUNICIPALIDADDISTRITALDESOLOCO,MUNICIPALIDADSOLOCO@GMAIL.COM,WWW.GOB.PE/MUNISOLOCO,NORBERT,SANTILLAN,MAZUELOS,2.0,976068213,NORBERTSANTILLANMAZUELOS@GMAIL.COM,1.0,1.0,0,1,1.0,1,1,2.0, , ,1.0,1,0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , ,2.0, , , ,1.0,2.0, ,2.0, ,1.0,1.0,2,2.0, ,2.0, ,2.0, ,2.0, ,1.0,3,1.0,2,2.0, ,2.0, ,2.0, , ,7.0,1.0,1.0,5,4,1.0,1.0,1,2.0, ,2.0, ,1.0,4,1.0,1,2.0, , ,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0, ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,14.0,1.0,4.0, 
